governorID,name,Alliance,power,killpoints,highestPower,deads,t1_kills,t1_KP,t2_kills,t2_KP,t3_kills,t3_KP,t4_kills,t4_KP,t5_kills,t5_KP
13830376,Malin Gincur,[DoS]Dawn of Spartans,"120,237,260","2,250,763,075","120,237,260","20,701,179","1,400,137","280,027","1,347,721","2,695,442","384,689","13,538,756","70,819,147","708,191,470","76,302,869","1,526,057,380"
61455161,MIIGS,[DoS]Dawn of Spartans,"100,631,399","4,593,561,734","100,631,399","17,908,808","21,138,320","4,227,664","5,236,599","10,473,198","12,571,473","50,285,892","177,754,458","1,777,544,580","137,551,520","2,751,030,400"
25802454,kranthi Kumar,[DoS]Dawn of Spartans,"98,818,135","1,515,832,519","102,591,207","22,347,423","164,566,995","32,913,399","804,166","1,608,332","886,887","3,547,548","82,207,812","822,078,120","32,784,256","655,685,120"
26527241,3RY KAROL,[DoS]Dawn of Spartans,"96,587,704","2,382,152,948","96,659,244","16,093,131","112,416,254","22,483,250","2,190,986","4,381,972","282,354","13,129,416","84,749,385","847,493,850","74,733,223","1,494,664,460"
398638,NAELOR,[DoS]Dawn of Spartans,"95,354,557","2,458,458,699","95,374,007","20,117,169","1,543,766","308,753","2,361,613","4,723,226","4,278,460","17,113,840","82,834,856","828,348,560","80,398,216","1,607,964,320"
374116,Wieow,[DoS]Dawn of Spartans,"92,700,563","1,952,107,097","95,763,786","10,148,239","11,153,608","2,230,721","1,547,911","3,095,822","2,848,131","11,392,524","83,212,285","832,122,850","55,163,259","1,103,265,180"
29549806,CHINTu,[DoS]Dawn of Spartans,"91,962,549","1,003,180,095","99,689,166","21,718,617","140,870,276","28,174,055","859,925","1,719,850","274,190","1,096,760","56,023,399","560,233,990","20,597,772","411,955,440"
381577,Aleksandr1981,[DoS]Dawn of Spartans,"91,518,657","1,033,679,546","94,640,803","16,094,368","146,401,113","29,280,222","1,543,751","3,087,502","1,447,283","5,789,132","36,158,255","361,582,550","31,697,007","633,940,140"
74567810,Himut,[DoS]Dawn of Spartans,"89,910,868","2,357,909,243","94,339,582","15,677,140","33,095,995","6,619,199","2,791,210","5,582,420","2,320,166","9,280,664","82,300,506","823,005,060","75,671,095","1,513,421,900"
41855002,DANCE OF DEATH,[DoS]Dawn of Spartans,"88,617,637","1,210,202,332","88,809,477","10,965,191","16,456,792","3,291,358","9,208,684","18,417,368","006,819","12,027,276","46,995,319","469,953,190","35,325,657","706,513,140"
61348805,Frank White,[DoS]Dawn of Spartans,"88,078,964","1,191,026,365","93,200,220","15,929,707","3,378,167","675,633","2,624,109","5,248,218","2,531,036","10,124,144","43,962,371","439,623,710","36,767,733","735,354,660"
63129483,K Handini,[DoS]Dawn of Spartans,"87,448,738","462,584,138","88,704,382","16,077,995","51,801,180","10,360,236","1,591,089","3,182,178","2,445,736","9,782,944","20,228,478","202,284,780","11,848,700","236,974,000"
5850663,TORISs,[DoS]Dawn of Spartans,"87,316,170","534,288,913","88,289,913","14,260,771","1,729,717","345,943","876,223","1,752,446","1,104,546","4,418,184","16,425,442","164,254,420","18,175,896","363,517,920"
10465093,Ts Skxll,[DoS]Dawn of Spartans,"85,725,942","292,483,113","85,725,942","7,922,758","3,434,809","686,961","534,440","1,068,880","545,603","2,182,412","9,550,108","95,501,080","9,652,189","193,043,780"
47606843,SlimShadyyy,[DoS]Dawn of Spartans,"84,713,574","2,144,775,583","84,713,574","15,284,899","89,464,519","17,892,903","6,295,543","12,591,086","194,831","32,779,324","116,675,337","1,166,753,370","45,737,945","914,758,900"
62201754,“KILL ULGYY,[DoS]Dawn of Spartans,"82,730,286","2,098,124,486","82,811,765","12,352,543","33,815,593","6,763,118","6,291,443","12,582,886","4,905,408","19,621,632","72,613,131","726,131,310","66,651,277","1,333,025,540"
563754,husita,[DoS]Dawn of Spartans,"82,572,096","461,318,262","112,307,255","17,497,934","1,335,321","267,064","261,699","523,398","163,190","652,760","14,533,822","145,338,220","15,726,841","314,536,820"
39667032,Tobias Justin,[DoS]Dawn of Spartans,"82,066,071","1,171,560,229","88,148,686","12,998,535","2,176,179","435,235","1,333,847","2,667,694","1,425,545","5,702,180","38,528,430","385,284,300","38,873,541","777,470,820"
373404,ALEXANDR VELIK',[DoS]Dawn of Spartans,"79,258,862","251,987,148","85,018,179","13,772,861","644,470","128,894","572,865","1,145,730","718,176","2,872,704","9,752,588","97,525,880","7,515,697","150,313,940"
61608078,Roxanna Rosee,[DoS]Dawn of Spartans,"76,338,300","959,134,551","79,194,692","9,585,820","124,119","624,823","2,036,990","4,073,980","4,536,152","18,144,608","42,982,518","429,825,180","25,323,298","506,465,960"
115512421,Govern Xo,[DoS]Dawn of Spartans,"75,884,570","766,079,948","75,884,570","8,131,324","9,667,413","1,933,482","3,679,066","7,358,132","2,827,766","11,311,064","33,196,985","331,969,850","20,675,371","413,507,420"
377047,TheGamer,[DoS]Dawn of Spartans,"74,369,947","939,306,568","74,369,947","11,214,986","41,698,934","8,339,786","176,791","353,582","62,450","249,800","25,422,080","254,220,800","33,807,130","676,142,600"
18139223,Titybump,[DoS]Dawn of Spartans,"74,163,724","517,760,007","77,452,748","14,136,122","1,685,745","337,149","537,940","1,075,880","476,952","1,907,808","20,156,167","201,561,670","15,643,875","312,877,500"
74662185,SANTO 007,[DoS]Dawn of Spartans,"74,038,070","704,417,726","75,249,984","20,046,066","2,198,731","439,746","2,334,251","4,668,502","250,892","37,003,568","40,395,549","403,955,490","12,917,521","258,350,420"
91192129,HITMAN ¥,[DoS]Dawn of Spartans,"73,465,038","448,135,249","73,471,238","8,582,915","16,026,248","3,205,249","2,141,736","4,283,472","1,280,272","5,121,088","16,239,230","162,392,300","13,656,657","273,133,140"
68725261,KR Binyo 69,[DoS]Dawn of Spartans,"72,110,711","605,228,613","72,117,314","9,455,048","674,989","134,997","88,798","177,596","148,260","593,040","18,028,436","180,284,360","21,201,931","424,038,620"
64090333,Naji Haddad,[DoS]Dawn of Spartans,"70,532,878","136,369,622","73,172,717","15,913,986","89,252","17,850","103,044","206,088","540,051","2,160,204","5,043,440","50,434,400","4,177,554","83,551,080"
50446293,TorisS,[DoS]Dawn of Spartans,"70,061,089","169,462,743","76,010,712","13,094,004","128,067","25,613","153,487","306,974","21,879","87,516","4,139,812","41,398,120","6,382,226","127,644,520"
54092714,LegionsNeverDie,[DoS]Dawn of Spartans,"67,159,040","186,322,336","79,117,875","6,559,774","829,460","165,892","1,865,328","3,730,656","037,237","12,148,948","8,150,316","81,503,160","4,438,684","88,773,680"
85331953,danttee,[DoS]Dawn of Spartans,"66,135,533","71,603,607","66,148,017","3,003,117","106,856","21,371","587,653","1,175,306","325,125","1,300,500","3,234,519","32,345,190","1,838,062","36,761,240"
108541029,XRoid RaGe,[DoS]Dawn of Spartans,"65,164,358","301,436,332","68,217,102","4,324,079","451,893","90,378","439,922","879,844","628,825","2,515,300","8,100,331","81,003,310","10,847,375","216,947,500"
366368,VlaDiK,[DoS]Dawn of Spartans,"64,996,595","75,235,169","78,327,389","5,741,564","297,909","59,581","17,074","34,148","61,090","244,360","4,886,936","48,869,360","1,301,386","26,027,720"
72847287,Dre-lron DX,,"64,739,199","163,399,233","75,186,785","9,040,036","181,616","16,323","53,067","106,134","35,749","142,996","8,061,730","80,617,300","4,125,824","82,516,480"
39624206,Mightymouse Ph,[DoS]Dawn of Spartans,"64,100,223","606,316,301","77,910,130","20,803,382","3,590,138","718,027","8,021,176","16,042,352","849,213","3,396,852","20,116,243","201,162,430","19,249,832","384,996,640"
74297428,ednull555,[DoS]Dawn of Spartans,"64,055,221","43,024,692","64,062,717","3,729,946","160,704","32,140","497,313","994,626","589,444","2,357,776","1,873,159","18,731,590","1,045,428","20,908,560"
91382952,Sabbaah,[DoS]Dawn of Spartans,"63,459,668","125,428,013","66,740,815","1,928,573","115,656","23,131","72,476","144,952",225,"32,900","6,746,455","67,464,550","2,888,124","57,762,480"
37543636,mie),,"63,316,642","14,901,743","63,316,642","7,770,882",968,193,"2,422",,"59,872","239,488","689,806","6,898,060","388,079","7,761,580"
366684,Devil007,[DA7]ReddDevils,"63,058,231","92,928,784","97,748,731","12,259,713","4.
84,122","16,824","49,308","98,616",166,"36,664","3,324,548","33,245,480","2,976,560","59,531,200"
102434413,+ TYRANT «,[DoS]Dawn of Spartans,"62,561,188","447,482,237","62,561,188","5,466,505","4,656,998","931,399","7,306,419","14,612,838","941,615","27,766,460","32,247,896","322,478,960","4,084,629","81,692,580"
56139747,—kenshin—,[DoS]Dawn of Spartans,"61,884,103","991,202,655","64,162,190","16,806,893","12,310,795","2,462,159","6,071,095","12,142,190","15,565,299","62,261,196","42,117,659","421,176,590","24,658,026","493,160,520"
25160130,KnightzTemplar,[DoS]Dawn of Spartans,"61,385,520","53,432,363","62,947,018","6,749,061","186,855","37,371",770,"1,540","4,483","17,932","1,618,488","16,184,880","1,859,532","37,190,640"
63718820,DeathbyDragon,[DoS]Dawn of Spartans,"61,147,214","49,684,650","61,147,214","4,545,863","191,584","38,316","88,054","176,108","180,094","320,376","1,821,961","18,219,610","1,546,512","30,930,240"
69568472,ihoox,[MAHA]Phoenix Force,"61,077,295","153,896,315","73,701,185","9,740,756","28,879,936","5,775,987","312,932","625,864","472,786","1,891,144","7,198,910","71,989,100","3,680,711","73,614,220"
401770,Bad Grandpaskip,[MAHA]Phoenix Force,"60,321,429","212,297,975","85,750,479","11,762,871","367,548","73,509","1,108,797","2,217,594","1,219,463","4,877,852","14,531,700","145,317,000","2,990,601","59,812,020"
63445766,KR Sky blue 1,[DoS]Dawn of Spartans,"60,025,127","100,794,304","83,532,223","7,421,025","409,003","81,800","279,753","559,506","469,227","1,876,908","3,079,267","30,792,670","3,374,171","67,483,420"
6765441,naelor shield,[DoS]Dawn of Spartans,"58,264,134","134,986,776","58,264,134","10,414,421","303,742","60,748","1,151,795","2,303,590","2,092,557","8,370,228","3,208,133","32,081,330","4,608,544","92,170,880"
97093042,Ahmed XD,[DoS]Dawn of Spartans,"58,127,751","386,024,526","58,127,751","8,224,224","3,397,811","679,562","1,372,329","2,744,658","1,460,534","5,842,136","20,349,349","203,493,490","8,663,234","173,264,680"
97071004,penwar x,[DoS]Dawn of Spartans,"58,071,656","137,910,639","58,071,656","9,039,437","1,125,918","225,183","740,143","1,480,286","1,077,125","4,308,500","8,164,331","81,643,310","2,512,668","50,253,360"
30032294,omega karol,[DoS]Dawn of Spartans,"58,380,273","545,346,144","63,586,323","13,123,897","2,344,013","468,802","1,639,349","3,278,698","4,135,086","16,540,344","129,252,940","292,529,400","11,626,445","232,528,900"
123678091,ChEshire,[DoS]Dawn of Spartans,"57,931,906","20,480,192","57,932,706","1,966,831","4,321",864,"12,687","25,374","191,336","365,344","1,158,101","11,581,010","425,380","8,507,600"
368172,AE5425,[DA7]ReddDevils,"57,808,236","53,827,375","64,222,451","11,010,487","391,889","78,377","586,062","1,172,124","757,396","3,029,584","2,108,577","21,085,770","1,423,076","28,461,520"
15432766,MOVERLORDA,[DoS]Dawn of Spartans,"57,490,879","302,001,142","57,491,641","7,161,184","1,849,660","369,932","617,700","1,235,400","829,315","3,317,260","21,400,855","214,008,550","4,153,500","83,070,000"
72229957,pretty six,[GSJu]KINGS NUMBER 1,"57,192,060","80,312,464","78,869,984","8,215,210","191,213","38,242","473,160","946,320","383,738","1,534,952","2,828,441","28,284,410","2,475,427","49,508,540"
76702787,ydidyw,[GSJu]KINGS NUMBER 1,"54,891,214","364,490,824","78,817,656","7,870,999","7,581,931","1,516,386","210,738","421,476","395,493","1,581,972","13,040,571","130,405,710","11,528,264","230,565,280"
7444282,1Bullet,,"54,065,952","43,357,616","80,008,715","6,270,427","591,664","118,332","92,946","185,892","210,158","840,632","1,960,210","19,602,100","1,130,533","22,610,660"
174401118,Vinman3,[DoS]Dawn of Spartans,"50,771,716","5,815,992","50,780,208","1,119,032","101,923","20,384","16,234","32,468","7,575","30,300","180,478","1,804,780","196,403","3,928,060"
80547312,Little Himut,[DoS]Dawn of Spartans,"50,504,772","146,281,548","50,504,772","5,849,290","451,571","90,314","112,845","225,690","24,441","97,764","4,902,144","49,021,440","4,842,317","96,846,340"
403622,RUNGSAK,[DoS]Dawn of Spartans,"49,987,044","91,200,305","64,405,695","5,162,301","702,285","140,457","40,158","80,316","47,778","191,112","4,159,284","41,592,840","2,459,779","49,195,580"
759675,lioneleoyfarm,[DoS]Dawn of Spartans,"48,626,089","59,846,235","49,322,778","1,351,575","401,496","80,299","45,304","90,608","41,587","166,348","2,045,034","20,450,340","1,952,932","39,058,640"
44902505,PeDrinHo,[DA7]ReddDevils,"48,586,578","71,049,728","48,586,578","9,938,649","758,520","151,704","1,128,566","2,257,132","699,198","2,796,792","3,438,746","34,387,460","1,572,832","31,456,640"
66015536,Sagas,[NEP]NobEmpire,"48,382,364","27,980,193","53,599,620","7,358,863","471,617","94,323","365,190","730,380","264,940","1,059,760","11,925,061","19,250,610","342,256","6,845,120"
61933712,Frank Nitti,[DoS]Dawn of Spartans,"48,146,469","93,359,469","50,000,978","8,252,976","185,336","37,067","280,381","560,762","148,360","593,440","1,850,364","18,503,640","3,683,228","73,664,560"
154240520,nintendo,[DoS]Dawn of Spartans,"47,378,181","38,626,206","47,378,181","2,521,425","248,974","49,794","630,643","1,261,286","792,974","3,171,896","1,947,515","19,475,150","733,404","14,668,080"
125871407,Sleepybear zz,[DoS]Dawn of Spartans,"46,314,289","122,876,781","46,337,241","1,733,178","1,139,317","227,863","3,548,470","7,096,940","677,107","14,708,428","6,336,861","63,368,610","1,873,747","37,474,940"
31891359,ALPHA KAROL,[DA7]ReddDevils,"46,093,038","263,044,860","46,129,066","9,690,182","2,528,763","505,752","1,182,810","2,365,620","1,916,642","7,666,568","13,692,212","136,922,120","5,779,240","115,584,800"
44273514,MalinGinqur2,[DoS]Dawn of Spartans,"45,604,335","22,226,084","45,611,320","2,386,793","18,993","3,798","3,580",,"113,854","55,416","319,599","3,195,990","948,365","18,967,300"
156380261,AbAK,[DoS]Dawn of Spartans,"45,506,539","6,337,856","45,529,616","163,216","447,392","89,478","723,204","1,446,408","653,950","2,615,800","109,937","1,099,370","54,340","1,086,800"
371840,SilentSpirit,,"45,128,530","60,682,227","45,130,254","972,369","1,742,315","348,463","3,282,965","6,565,930","977,931","15,911,724","3,621,229","36,212,290","82,191","1,643,820"
361571,AITQ,[RFoH Rise of Fairy Heart,"43,116,604","20,696,438","49,873,020","10,726,950","72,412","14,482","33,712","67,424","246,178","984,712","858,906","8,589,060","552,038","11,040,760"
2515193,THUND3RJAZZ28,[DoS]Dawn of Spartans,"42,627,801","20,996,224","42,632,232","1,902,864","166,284","33,256","831,253","1,662,506","363,378","1,453,512","1,327,647","13,276,470","228,524","4,570,480"
55563804,XAoC,[NEP]NobEmpire,"42,608,881","29,428,734","43,166,624","3,035,858","548,032","109,606","1,522,550","3,045,100","1,821,157","7,284,628","1,064,268","10,642,680","417,336","8,346,720"
158146748,nintendOFARM,[DoS]Dawn of Spartans,"41,995,305","12,676,909","41,995,305","782,462","44,245","8,849","120,281","240,562","498,297","1,993,188","927,269","9,272,690","58,081","1,161,620"
139232188,SANTO 07,[DoS]Dawn of Spartans,"41,535,348","81,200,180","41,672,100","5,577,212","406,750","81,350","375,329","750,658","359,948","1,439,792","2,562,204","25,622,040","2,665,317","53,306,340"
96571605,medo shiha hill,[NEP]NobEmpire,"40,779,569","31,461,005","40,783,344","3,272,375","187,245","37,449","1,288,400","2,576,800","1,054,744","4,218,976","2,095,226","20,952,260","183,776","3,675,520"
37562424,Techedsea #&,[DoS]Dawn of Spartans,"40,635,704","161,049,455","44,125,522","9,045,470","1,573,219","314,643","1,736,152","3,472,304","1,847,177","7,388,708","7,181,546","71,815,460","3,902,917","78,058,340"
1088938,aleksandr81,[DoS]Dawn of Spartans,"39,972,710","91,252,262","41,639,752","2,724,402","821,763","164,352","868,008","1,736,016","1,727,516","6,910,064","5,999,303","59,993,030","1,122,440","22,448,800"
136364340,Apém,[DoS]Dawn of Spartans,"38,642,299","1,223,750","38,642,299","94,519",0,0,0,0,0,0,"29,017","290,170","46,679","933,580"
383439,Unerbittliche,[NEP]NobEmpire,"38,153,198","97,314,001","48,558,839","6,557,759","788,856","157,771","3,469,732","6,939,464","859,219","23,436,876","6,010,967","60,109,670","333,511","6,670,220"
71502542,“ KinG,[DoS]Dawn of Spartans,"37,664,212","34,929,699","37,664,212","3,541,117","149,458","29,891","34,361","68,722","24,309","97,236","1,786,317","17,863,170","843,534","16,870,680"
1020725,VlaDiKll,[NEP]NobEmpire,"37,645,382","11,033,681","37,645,382","1,768,281","1,137",227,"17,302","34,604",0,0,"959,581","9,595,810","70,152","1,403,040"
147011210,Yushikiro,[DoS]Dawn of Spartans,"37,393,527","172,051,440","38,631,506","3,493,846","7,003,984","1,400,796","2,932,250","5,864,500","4,852,906","19,411,624","10,437,972","104,379,720","2,049,740","40,994,800"
129770213,sambalgoreng,[NEP]NobEmpire,"37,316,638","16,907,754","37,337,946","2,746,492","437,141","87,428","1,878,989","3,757,978","553,382","2,213,528","748,326","7,483,260","168,278","3,365,560"
152305300,KOSANTO,[DoS]Dawn of Spartans,"36,725,134","59,536,980","36,839,989","4,548,672","544,530","108,906","971,610","1,943,220","212,871","851,484","1,443,871","14,438,710","2,109,733","42,194,660"
65614008,K Handini F,[NEP]NobEmpire,"35,912,785","17,905,957","39,354,837","3,962,006","138,868","27,773","13,135","26,270","116,686","66,744","399,021","3,990,210","689,748","13,794,960"
158145098,Nintendo bro,[DoS]Dawn of Spartans,"35,862,906","12,427,335","35,862,906","513,713","14,077","2,815","2,090",,"10,625","42,500","802,303","8,023,030","217,845","4,356,900"
